data;nome_drs;ocupacao_leitos;pacientes_uti_ultimo_dia;total_covid_uti_ultimo_dia;ocupacao_leitos_ultimo_dia;internacoes_ultimo_dia;pacientes_enf_ultimo_dia;total_covid_enf_ultimo_dia;;;Comando para o HeideSQL
21/06/2021;DRS 04 Baixada Santista;60.75;345;614;56.19;58;379;711;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 04 Baixada Santista', 60.75, 345, 614, 56.19, 58, 379, 711);"
21/06/2021;DRS 05 Barretos;95.19;112;122;91.8;30;118;213;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 05 Barretos', 95.19, 112, 122, 91.8, 30, 118, 213);"
21/06/2021;DRS 06 Bauru;90.64;376;409;91.93;117;619;925;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 06 Bauru', 90.64, 376, 409, 91.93, 117, 619, 925);"
21/06/2021;DRS 07 Campinas;80.53;1139;1382;82.42;226;1242;1838;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 07 Campinas', 80.53, 1139, 1382, 82.42, 226, 1242, 1838);"
21/06/2021;DRS 08 Franca;84.47;142;176;80.68;26;146;263;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 08 Franca', 84.47, 142, 176, 80.68, 26, 146, 263);"
21/06/2021;DRS 09 Marília;94.89;271;283;95.76;67;409;588;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 09 Marília', 94.89, 271, 283, 95.76, 67, 409, 588);"
21/06/2021;DRS 10 Piracicaba;88.9;390;445;87.64;90;419;612;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 10 Piracicaba', 88.9, 390, 445, 87.64, 90, 419, 612);"
21/06/2021;DRS 11 Presidente Prudente;92.93;159;172;92.44;56;354;484;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 11 Presidente Prudente', 92.93, 159, 172, 92.44, 56, 354, 484);"
21/06/2021;DRS 12 Registro;82.46;55;64;85.94;14;50;88;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 12 Registro', 82.46, 55, 64, 85.94, 14, 50, 88);"
21/06/2021;DRS 13 Ribeirão Preto;92.02;406;448;90.62;66;363;534;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 13 Ribeirão Preto', 92.02, 406, 448, 90.62, 66, 363, 534);"
21/06/2021;DRS 14 São João da Boa Vista;93.36;154;170;90.59;36;272;460;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 14 São João da Boa Vista', 93.36, 154, 170, 90.59, 36, 272, 460);"
21/06/2021;DRS 15 São José do Rio Preto;89.28;587;654;89.76;122;646;971;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 15 São José do Rio Preto', 89.28, 587, 654, 89.76, 122, 646, 971);"
21/06/2021;DRS 16 Sorocaba;89.87;495;554;89.35;134;720;965;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 16 Sorocaba', 89.87, 495, 554, 89.35, 134, 720, 965);"
21/06/2021;DRS 17 Taubaté;77.11;524;699;74.96;110;511;1030;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'DRS 17 Taubaté', 77.11, 524, 699, 74.96, 110, 511, 1030);"
21/06/2021;Estado de São Paulo;79.5;10575;13698;77.2;2029;11849;19760;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-21', 'Estado de São Paulo', 79.5, 10575, 13698, 77.2, 2029, 11849, 19760);"
22/06/2021;DRS 01 Grande São Paulo;74.6;5063;6987;72.46;917;5085;9259;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 01 Grande São Paulo', 74.6, 5063, 6987, 72.46, 917, 5085, 9259);"
22/06/2021;DRS 02 Araçatuba;71.14;124;185;67.03;39;197;396;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 02 Araçatuba', 71.14, 124, 185, 67.03, 39, 197, 396);"
22/06/2021;DRS 03 Araraquara;88.2;236;272;86.76;53;270;427;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 03 Araraquara', 88.2, 236, 272, 86.76, 53, 270, 427);"
22/06/2021;DRS 04 Baixada Santista;59.36;343;613;55.95;54;369;715;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 04 Baixada Santista', 59.36, 343, 613, 55.95, 54, 369, 715);"
22/06/2021;DRS 05 Barretos;94.84;116;122;95.08;31;111;189;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 05 Barretos', 94.84, 116, 122, 95.08, 31, 111, 189);"
22/06/2021;DRS 06 Bauru;90.64;366;407;89.93;91;602;870;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 06 Bauru', 90.64, 366, 407, 89.93, 91, 602, 870);"
22/06/2021;DRS 07 Campinas;80.66;1130;1380;81.88;268;1249;1847;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 07 Campinas', 80.66, 1130, 1380, 81.88, 268, 1249, 1847);"
22/06/2021;DRS 08 Franca;83.3;141;177;79.66;24;132;264;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 08 Franca', 83.3, 141, 177, 79.66, 24, 132, 264);"
22/06/2021;DRS 09 Marília;95.13;270;281;96.09;64;404;580;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 09 Marília', 95.13, 270, 281, 96.09, 64, 404, 580);"
22/06/2021;DRS 10 Piracicaba;88.61;395;452;87.39;105;394;608;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 10 Piracicaba', 88.61, 395, 452, 87.39, 105, 394, 608);"
22/06/2021;DRS 11 Presidente Prudente;93.01;161;171;94.15;57;360;482;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 11 Presidente Prudente', 93.01, 161, 171, 94.15, 57, 360, 482);"
22/06/2021;DRS 12 Registro;81.41;48;64;75;11;48;78;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 12 Registro', 81.41, 48, 64, 75, 11, 48, 78);"
22/06/2021;DRS 13 Ribeirão Preto;91.87;412;447;92.17;74;361;536;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 13 Ribeirão Preto', 91.87, 412, 447, 92.17, 74, 361, 536);"
22/06/2021;DRS 14 São João da Boa Vista;93.59;160;168;95.24;43;278;463;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 14 São João da Boa Vista', 93.59, 160, 168, 95.24, 43, 278, 463);"
22/06/2021;DRS 15 São José do Rio Preto;89.44;588;649;90.6;117;639;978;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 15 São José do Rio Preto', 89.44, 588, 649, 90.6, 117, 639, 978);"
22/06/2021;DRS 16 Sorocaba;90.45;515;551;93.47;137;739;977;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 16 Sorocaba', 90.45, 515, 551, 93.47, 137, 739, 977);"
22/06/2021;DRS 17 Taubaté;76.57;529;692;76.45;121;506;1050;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'DRS 17 Taubaté', 76.57, 529, 692, 76.45, 121, 506, 1050);"
22/06/2021;Estado de São Paulo;78.91;10597;13618;77.82;2206;11744;19719;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-22', 'Estado de São Paulo', 78.91, 10597, 13618, 77.82, 2206, 11744, 19719);"
23/06/2021;DRS 01 Grande São Paulo;73.81;5043;7002;72.02;986;4880;9155;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 01 Grande São Paulo', 73.81, 5043, 7002, 72.02, 986, 4880, 9155);"
23/06/2021;DRS 02 Araçatuba;69.8;123;184;66.85;30;199;394;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 02 Araçatuba', 69.8, 123, 184, 66.85, 30, 199, 394);"
23/06/2021;DRS 03 Araraquara;88;229;270;84.81;52;263;429;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 03 Araraquara', 88, 229, 270, 84.81, 52, 263, 429);"
23/06/2021;DRS 04 Baixada Santista;58.29;343;606;56.6;72;358;708;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 04 Baixada Santista', 58.29, 343, 606, 56.6, 72, 358, 708);"
23/06/2021;DRS 05 Barretos;94.73;115;122;94.26;34;122;191;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 05 Barretos', 94.73, 115, 122, 94.26, 34, 122, 191);"
23/06/2021;DRS 06 Bauru;90.83;367;405;90.62;110;584;857;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 06 Bauru', 90.83, 367, 405, 90.62, 110, 584, 857);"
23/06/2021;DRS 07 Campinas;80.63;1112;1378;80.7;235;1253;1846;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 07 Campinas', 80.63, 1112, 1378, 80.7, 235, 1253, 1846);"
23/06/2021;DRS 08 Franca;82.24;140;177;79.1;24;127;268;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 08 Franca', 82.24, 140, 177, 79.1, 24, 127, 268);"
23/06/2021;DRS 09 Marília;94.73;259;280;92.5;81;411;575;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 09 Marília', 94.73, 259, 280, 92.5, 81, 411, 575);"
23/06/2021;DRS 10 Piracicaba;88.2;407;463;87.9;108;393;601;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 10 Piracicaba', 88.2, 407, 463, 87.9, 108, 393, 601);"
23/06/2021;DRS 11 Presidente Prudente;93.02;153;165;92.73;62;356;490;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 11 Presidente Prudente', 93.02, 153, 165, 92.73, 62, 356, 490);"
23/06/2021;DRS 12 Registro;80.13;48;64;75;10;46;88;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 12 Registro', 80.13, 48, 64, 75, 10, 46, 88);"
23/06/2021;DRS 13 Ribeirão Preto;91.76;409;449;91.09;68;361;531;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 13 Ribeirão Preto', 91.76, 409, 449, 91.09, 68, 361, 531);"
23/06/2021;DRS 14 São João da Boa Vista;93.61;161;168;95.83;50;282;460;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 14 São João da Boa Vista', 93.61, 161, 168, 95.83, 50, 282, 460);"
23/06/2021;DRS 15 São José do Rio Preto;89.35;569;644;88.35;138;652;968;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 15 São José do Rio Preto', 89.35, 569, 644, 88.35, 138, 652, 968);"
23/06/2021;DRS 16 Sorocaba;90.77;509;552;92.21;138;728;964;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 16 Sorocaba', 90.77, 509, 552, 92.21, 138, 728, 964);"
23/06/2021;DRS 17 Taubaté;75.92;519;689;75.33;144;506;1051;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'DRS 17 Taubaté', 75.92, 519, 689, 75.33, 144, 506, 1051);"
23/06/2021;Estado de São Paulo;78.37;10506;13618;77.15;2342;11521;19576;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-23', 'Estado de São Paulo', 78.37, 10506, 13618, 77.15, 2342, 11521, 19576);"
24/06/2021;DRS 01 Grande São Paulo;72.98;4969;6979;71.2;962;4956;9172;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 01 Grande São Paulo', 72.98, 4969, 6979, 71.2, 962, 4956, 9172);"
24/06/2021;DRS 02 Araçatuba;69.74;129;184;70.11;50;210;391;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 02 Araçatuba', 69.74, 129, 184, 70.11, 50, 210, 391);"
24/06/2021;DRS 03 Araraquara;87.55;233;268;86.94;61;270;423;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 03 Araraquara', 87.55, 233, 268, 86.94, 61, 270, 423);"
24/06/2021;DRS 04 Baixada Santista;57.28;325;587;55.37;63;332;690;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 04 Baixada Santista', 57.28, 325, 587, 55.37, 63, 332, 690);"
24/06/2021;DRS 05 Barretos;94.5;114;122;93.44;38;109;213;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 05 Barretos', 94.5, 114, 122, 93.44, 38, 109, 213);"
24/06/2021;DRS 06 Bauru;90.88;369;404;91.34;98;585;855;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 06 Bauru', 90.88, 369, 404, 91.34, 98, 585, 855);"
24/06/2021;DRS 07 Campinas;80.66;1140;1383;82.43;284;1234;1874;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 07 Campinas', 80.66, 1140, 1383, 82.43, 284, 1234, 1874);"
24/06/2021;DRS 08 Franca;80.72;134;184;72.83;24;121;268;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 08 Franca', 80.72, 134, 184, 72.83, 24, 121, 268);"
24/06/2021;DRS 09 Marília;94.06;266;290;91.72;61;389;553;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 09 Marília', 94.06, 266, 290, 91.72, 61, 389, 553);"
24/06/2021;DRS 10 Piracicaba;88.02;407;458;88.86;102;377;584;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 10 Piracicaba', 88.02, 407, 458, 88.86, 102, 377, 584);"
24/06/2021;DRS 11 Presidente Prudente;93.17;154;167;92.22;75;355;482;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 11 Presidente Prudente', 93.17, 154, 167, 92.22, 75, 355, 482);"
24/06/2021;DRS 12 Registro;78.71;46;64;71.88;9;44;78;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 12 Registro', 78.71, 46, 64, 71.88, 9, 44, 78);"
24/06/2021;DRS 13 Ribeirão Preto;91.7;400;445;89.89;77;351;525;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 13 Ribeirão Preto', 91.7, 400, 445, 89.89, 77, 351, 525);"
24/06/2021;DRS 14 São João da Boa Vista;94.05;164;170;96.47;48;270;458;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 14 São João da Boa Vista', 94.05, 164, 170, 96.47, 48, 270, 458);"
24/06/2021;DRS 15 São José do Rio Preto;89.23;570;645;88.37;139;644;985;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 15 São José do Rio Preto', 89.23, 570, 645, 88.37, 139, 644, 985);"
24/06/2021;DRS 16 Sorocaba;90.58;505;557;90.66;123;723;958;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 16 Sorocaba', 90.58, 505, 557, 90.66, 123, 723, 958);"
24/06/2021;DRS 17 Taubaté;75.44;524;693;75.61;141;481;1044;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'DRS 17 Taubaté', 75.44, 524, 693, 75.61, 141, 481, 1044);"
24/06/2021;Estado de São Paulo;77.83;10449;13600;76.83;2355;11451;19553;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-24', 'Estado de São Paulo', 77.83, 10449, 13600, 76.83, 2355, 11451, 19553);"
25/06/2021;DRS 01 Grande São Paulo;72.19;4883;6966;70.1;884;4867;9151;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 01 Grande São Paulo', 72.19, 4883, 6966, 70.1, 884, 4867, 9151);"
25/06/2021;DRS 02 Araçatuba;69.01;128;182;70.33;55;201;395;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 02 Araçatuba', 69.01, 128, 182, 70.33, 55, 201, 395);"
25/06/2021;DRS 03 Araraquara;87.29;226;265;85.28;46;256;413;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 03 Araraquara', 87.29, 226, 265, 85.28, 46, 256, 413);"
25/06/2021;DRS 04 Baixada Santista;56.15;321;620;51.77;83;344;732;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 04 Baixada Santista', 56.15, 321, 620, 51.77, 83, 344, 732);"
25/06/2021;DRS 05 Barretos;93.8;111;122;90.98;26;107;210;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 05 Barretos', 93.8, 111, 122, 90.98, 26, 107, 210);"
25/06/2021;DRS 06 Bauru;90.73;364;401;90.77;107;589;867;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 06 Bauru', 90.73, 364, 401, 90.77, 107, 589, 867);"
25/06/2021;DRS 07 Campinas;80.27;1123;1391;80.73;251;1234;1862;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 07 Campinas', 80.27, 1123, 1391, 80.73, 251, 1234, 1862);"
25/06/2021;DRS 08 Franca;79.11;126;177;71.19;15;120;266;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 08 Franca', 79.11, 126, 177, 71.19, 15, 120, 266);"
25/06/2021;DRS 09 Marília;94.1;272;288;94.44;62;384;556;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 09 Marília', 94.1, 272, 288, 94.44, 62, 384, 556);"
25/06/2021;DRS 10 Piracicaba;87.64;399;454;87.89;119;410;582;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 10 Piracicaba', 87.64, 399, 454, 87.89, 119, 410, 582);"
25/06/2021;DRS 11 Presidente Prudente;92.85;146;161;90.68;61;348;474;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 11 Presidente Prudente', 92.85, 146, 161, 90.68, 61, 348, 474);"
25/06/2021;DRS 12 Registro;77.1;46;64;71.88;8;44;88;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 12 Registro', 77.1, 46, 64, 71.88, 8, 44, 88);"
25/06/2021;DRS 13 Ribeirão Preto;91.03;397;448;88.62;73;337;525;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 13 Ribeirão Preto', 91.03, 397, 448, 88.62, 73, 337, 525);"
25/06/2021;DRS 14 São João da Boa Vista;94.07;161;171;94.15;44;262;460;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 14 São João da Boa Vista', 94.07, 161, 171, 94.15, 44, 262, 460);"
25/06/2021;DRS 15 São José do Rio Preto;89.43;572;641;89.24;129;634;978;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 15 São José do Rio Preto', 89.43, 572, 641, 89.24, 129, 634, 978);"
25/06/2021;DRS 16 Sorocaba;90.96;494;537;91.99;135;710;943;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 16 Sorocaba', 90.96, 494, 537, 91.99, 135, 710, 943);"
25/06/2021;DRS 17 Taubaté;75.31;517;691;74.82;121;495;1033;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'DRS 17 Taubaté', 75.31, 517, 691, 74.82, 121, 495, 1033);"
25/06/2021;Estado de São Paulo;77.26;10286;13579;75.75;2219;11342;19535;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-25', 'Estado de São Paulo', 77.26, 10286, 13579, 75.75, 2219, 11342, 19535);"
26/06/2021;DRS 01 Grande São Paulo;71.51;4820;6915;69.7;868;4716;9283;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 01 Grande São Paulo', 71.51, 4820, 6915, 69.7, 868, 4716, 9283);"
26/06/2021;DRS 02 Araçatuba;68.57;123;180;68.33;29;203;395;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 02 Araçatuba', 68.57, 123, 180, 68.33, 29, 203, 395);"
26/06/2021;DRS 03 Araraquara;86.26;223;269;82.9;61;264;417;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 03 Araraquara', 86.26, 223, 269, 82.9, 61, 264, 417);"
26/06/2021;DRS 04 Baixada Santista;55.58;318;576;55.21;56;302;695;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 04 Baixada Santista', 55.58, 318, 576, 55.21, 56, 302, 695);"
26/06/2021;DRS 05 Barretos;92.86;110;122;90.16;27;116;210;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 05 Barretos', 92.86, 110, 122, 90.16, 27, 116, 210);"
26/06/2021;DRS 06 Bauru;91.14;361;396;91.16;110;610;875;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 06 Bauru', 91.14, 361, 396, 91.16, 110, 610, 875);"
26/06/2021;DRS 07 Campinas;80.53;1108;1369;80.93;253;1189;1837;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 07 Campinas', 80.53, 1108, 1369, 80.93, 253, 1189, 1837);"
26/06/2021;DRS 08 Franca;77.43;131;177;74.01;26;114;266;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 08 Franca', 77.43, 131, 177, 74.01, 26, 114, 266);"
26/06/2021;DRS 09 Marília;94.23;274;290;94.48;79;388;567;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 09 Marília', 94.23, 274, 290, 94.48, 79, 388, 567);"
26/06/2021;DRS 10 Piracicaba;88.03;415;460;90.22;114;401;583;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 10 Piracicaba', 88.03, 415, 460, 90.22, 114, 401, 583);"
26/06/2021;DRS 11 Presidente Prudente;92.42;147;163;90.18;44;333;469;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 11 Presidente Prudente', 92.42, 147, 163, 90.18, 44, 333, 469);"
26/06/2021;DRS 12 Registro;75.12;43;64;67.19;8;42;78;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 12 Registro', 75.12, 43, 64, 67.19, 8, 42, 78);"
26/06/2021;DRS 13 Ribeirão Preto;90.18;392;449;87.31;80;332;517;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 13 Ribeirão Preto', 90.18, 392, 449, 87.31, 80, 332, 517);"
26/06/2021;DRS 14 São João da Boa Vista;93.6;156;171;91.23;41;243;465;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 14 São João da Boa Vista', 93.6, 156, 171, 91.23, 41, 243, 465);"
26/06/2021;DRS 15 São José do Rio Preto;89.04;568;643;88.34;146;619;981;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 15 São José do Rio Preto', 89.04, 568, 643, 88.34, 146, 619, 981);"
26/06/2021;DRS 16 Sorocaba;90.93;496;547;90.68;121;664;939;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 16 Sorocaba', 90.93, 496, 547, 90.68, 121, 664, 939);"
26/06/2021;DRS 17 Taubaté;75.18;516;690;74.78;109;468;1022;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'DRS 17 Taubaté', 75.18, 516, 690, 74.78, 109, 468, 1022);"
26/06/2021;Estado de São Paulo;76.82;10201;13481;75.67;2172;11004;19599;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-26', 'Estado de São Paulo', 76.82, 10201, 13481, 75.67, 2172, 11004, 19599);"
27/06/2021;DRS 01 Grande São Paulo;70.85;4763;6930;68.73;817;4690;9456;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 01 Grande São Paulo', 70.85, 4763, 6930, 68.73, 817, 4690, 9456);"
27/06/2021;DRS 02 Araçatuba;68.47;124;181;68.51;52;217;400;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 02 Araçatuba', 68.47, 124, 181, 68.51, 52, 217, 400);"
27/06/2021;DRS 03 Araraquara;85.83;225;265;84.91;57;257;423;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 03 Araraquara', 85.83, 225, 265, 84.91, 57, 257, 423);"
27/06/2021;DRS 04 Baixada Santista;54.86;306;578;52.94;57;326;711;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 04 Baixada Santista', 54.86, 306, 578, 52.94, 57, 326, 711);"
27/06/2021;DRS 05 Barretos;92.86;115;122;94.26;19;99;209;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 05 Barretos', 92.86, 115, 122, 94.26, 19, 99, 209);"
27/06/2021;DRS 06 Bauru;91.12;362;393;92.11;87;618;912;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 06 Bauru', 91.12, 362, 393, 92.11, 87, 618, 912);"
27/06/2021;DRS 07 Campinas;81.24;1088;1368;79.53;228;1142;1846;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 07 Campinas', 81.24, 1088, 1368, 79.53, 228, 1142, 1846);"
27/06/2021;DRS 08 Franca;76.14;134;177;75.71;29;104;265;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 08 Franca', 76.14, 134, 177, 75.71, 29, 104, 265);"
27/06/2021;DRS 09 Marília;93.91;268;290;92.41;60;387;566;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 09 Marília', 93.91, 268, 290, 92.41, 60, 387, 566);"
27/06/2021;DRS 10 Piracicaba;88.87;397;430;92.33;75;393;592;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 10 Piracicaba', 88.87, 397, 430, 92.33, 75, 393, 592);"
27/06/2021;DRS 11 Presidente Prudente;91.67;148;166;89.16;50;300;451;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 11 Presidente Prudente', 91.67, 148, 166, 89.16, 50, 300, 451);"
27/06/2021;DRS 12 Registro;74.55;48;64;75;10;38;88;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 12 Registro', 74.55, 48, 64, 75, 10, 38, 88);"
27/06/2021;DRS 13 Ribeirão Preto;89.29;385;451;85.37;63;330;515;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 13 Ribeirão Preto', 89.29, 385, 451, 85.37, 63, 330, 515);"
27/06/2021;DRS 14 São João da Boa Vista;93.67;153;166;92.17;29;231;496;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 14 São João da Boa Vista', 93.67, 153, 166, 92.17, 29, 231, 496);"
27/06/2021;DRS 15 São José do Rio Preto;88.83;561;644;87.11;137;623;979;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 15 São José do Rio Preto', 88.83, 561, 644, 87.11, 137, 623, 979);"
27/06/2021;DRS 16 Sorocaba;90.72;468;540;86.67;130;665;940;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 16 Sorocaba', 90.72, 468, 540, 86.67, 130, 665, 940);"
27/06/2021;DRS 17 Taubaté;74.97;490;673;72.81;104;450;1003;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'DRS 17 Taubaté', 74.97, 490, 673, 72.81, 104, 450, 1003);"
27/06/2021;Estado de São Paulo;76.45;10035;13438;74.68;2004;10870;19852;;;"INSERT INTO leitos_e_internacoes VALUES('2021-6-27', 'Estado de São Paulo', 76.45, 10035, 13438, 74.68, 2004, 10870, 19852);"
